"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"F_PPM";"FE_PCT";"LA_PPM";"MG_PCT";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"P.CNC_G";"P.QRT_G";"P.TOTAL_G";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"TI_PCT";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"CLASSE.1";"NUM_CAMPO.1";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-184";"DAG833";"27760";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,4";"6";"33,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,887329642";"-3,406746858";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-184";"-3,406747";"-51,88733";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,4";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,887329642, -3,406746858)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"HBr, Br";"Absorção Atômica";NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;"< 5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"45";NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";NA;"Colorimetria";NA;NA;"< 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860";"27760";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"200";"< 1";"ND";"0,05";"ND";"7";"70";"5";NA;"5";"70";"< 0,02";"> 5000";"ND";"< 10";"ND";NA;NA;NA;"70";"ND";"> 100";"30";"ND";"> 1";NA;"100";"ND";"700";"ND";"> 1000";NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;"< 5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"45";NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-186";"DAG860A";"27760";NA;"Colorimetria";NA;NA;"< 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,915647767";"-3,370839215";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-186";"-3,370839";"-51,915648";"5";"1521310";"1976-01-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,915647767, -3,370839215)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-189";"DAG834";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,9";"7,1";"26,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,989829287";"-3,302469981";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-189";"-3,30247";"-51,989829";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";NA;"Normal";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,989829287, -3,302469981)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-192";"DAG835";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,2";"8,1";"78,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,003439367";"-3,267547361";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-192";"-3,267547";"-52,003439";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,7";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,003439367, -3,267547361)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-195";"DAG836";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,5";"5,5";"106,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,106141045";"-3,185992617";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-195";"-3,185993";"-52,106141";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"5";"0,7";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,106141045, -3,185992617)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-197";"DAG837";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,0999999999999996";"4,4000000000000004";"83,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,161709272";"-3,195833294";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-197";"-3,195833";"-52,161709";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"4,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";NA;"Normal";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,161709272, -3,195833294)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-198";"DAG838";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,4";"7,1";"9,8000000000000007";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,248839182";"-3,363884236";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-198";"-3,363884";"-52,248839";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"6";"0,9";NA;"Normal";"50-100 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,248839182, -3,363884236)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-204";"DAG646";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,7";"3,1";"13,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,683902487";"-3,173648844";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-204";"-3,173649";"-51,683902";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5,3";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"5";"0,3";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,683902487, -3,173648844)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-208";"DAG839";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,9";"6";"36,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,728406514";"-3,25798229";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-208";"-3,257982";"-51,728407";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"5";"0,3";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,728406514, -3,25798229)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-210";"DAG840";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,8";"6,7";"56,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,743650987";"-3,296063532";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-210";"-3,296064";"-51,743651";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"3";"0,3";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,743650987, -3,296063532)"
