"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
75;"DBX331";"cartas_100M";-51.810465618;-3.648890177;"1511-AV-L-092";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"50";"ND";"ND";"ND";"7";"100";"30";"< 20";"200";"ND";"< 10";"50";"< 10";"ND";"30";"ND";"ND";"300";"ND";"10";"ND";"100";;;"< 0,05";"15";"0,03";"0,7"
76;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"80";;;;;"23";"< 5";;;;;;;;"23";;;;;;;
77;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
78;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"150";"ND";"ND";"ND";"7";"100";"50";"< 20";"100";"ND";"< 10";"70";"10";"ND";"50";"ND";"ND";"500";"ND";"30";"ND";"100";;;"< 0,05";"15";"0,03";"0,7"
79;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"4";"6";;;;;;;;"16";;;;;;;
80;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
81;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"0,5";"ND";"ND";"100";"150";"ND";"ND";"ND";"7";"70";"20";"20";"100";"ND";"< 10";"20";"20";"ND";"50";"ND";"ND";"300";"ND";"70";"ND";"150";;;"< 0,05";"10";"0,1";"> 1"
82;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"6";"8";;;;;;;;"18";;;;;;;
83;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
84;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"ND";"ND";"ND";"5";"100";"20";"20";"100";"ND";"< 10";"20";"20";"ND";"30";"ND";"ND";"300";"ND";"30";"ND";"100";;;"< 0,05";"10";"0,1";"1"
85;"DBX335";"cartas_100M";-51.805741635;-3.640351036;"1511-AV-L-096";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"16";;;;;"5";"22";;;;;;;;"16";;;;;;;
86;"DBX335";"cartas_100M";-51.805741635;-3.640351036;"1511-AV-L-096";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
87;"DBX335";"cartas_100M";-51.805741635;-3.640351036;"1511-AV-L-096";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"< 0,5";"ND";"ND";"70";"300";"< 1";"ND";"ND";"< 5";"150";"15";"70";"30";"< 5";"10";"20";"70";"ND";"20";"20";"100";"200";"ND";"30";"ND";"150";;;"< 0,05";"10";"0,2";"1"
88;"DBX336";"cartas_100M";-51.804703879;-3.638377672;"1511-AV-L-097";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"35";;;;;"20";"10";;;;;;;;"17";;;;;;;
89;"DBX336";"cartas_100M";-51.804703879;-3.638377672;"1511-AV-L-097";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
90;"DBX336";"cartas_100M";-51.804703879;-3.638377672;"1511-AV-L-097";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"< 200";"ND";"50";"200";"ND";"ND";"ND";"< 5";"500";"20";"70";"50";"< 5";"< 10";"50";"20";"ND";"20";"ND";"ND";"200";"ND";"20";"ND";"150";;;"< 0,05";"10";"0,1";"1"
91;"DBX337";"cartas_100M";-51.803558574;-3.636332598;"1511-AV-L-098";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"45";;;;;"35";"6";;;;;;;;"24";;;;;;;
92;"DBX337";"cartas_100M";-51.803558574;-3.636332598;"1511-AV-L-098";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
93;"DBX337";"cartas_100M";-51.803558574;-3.636332598;"1511-AV-L-098";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"70";"< 1";"ND";"ND";"< 5";"300";"30";"20";"150";"< 5";"< 10";"50";"10";"ND";"20";"ND";"ND";"200";"ND";"10";"ND";"100";;;"< 0,05";"10";"0,03";"1"
94;"DBX338";"cartas_100M";-51.802449899;-3.634969332;"1511-AV-L-099";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"28";;;;;"18";"< 5";;;;;;;;"16";;;;;;;
95;"DBX338";"cartas_100M";-51.802449899;-3.634969332;"1511-AV-L-099";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
96;"DBX338";"cartas_100M";-51.802449899;-3.634969332;"1511-AV-L-099";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"100";"< 1";"ND";"ND";"< 5";"300";"20";"20";"150";"< 5";"< 10";"50";"15";"ND";"20";"ND";"ND";"200";"ND";"10";"ND";"150";;;"< 0,05";"10";"0,05";"1"
97;"DBX339";"cartas_100M";-51.772294864;-3.635648182;"1511-AV-L-100";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"80";;"120";;;;;"70";"8";;;;;;;;"60";;;;;;;
98;"DBX339";"cartas_100M";-51.772294864;-3.635648182;"1511-AV-L-100";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
99;"DBX339";"cartas_100M";-51.772294864;-3.635648182;"1511-AV-L-100";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"70";"ND";"ND";"ND";"100";"200";"100";"< 20";"2000";"ND";"< 10";"100";"10";"ND";"50";"10";"ND";"200";"ND";"20";"ND";"150";;;"0,05";"15";"0,15";"1"
100;"DBX340";"cartas_100M";-51.772439624;-3.637790484;"1511-AV-L-101";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"80";;"120";;;;;"370";"< 5";;;;;;;;"90";;;;;;;
101;"DBX340";"cartas_100M";-51.772439624;-3.637790484;"1511-AV-L-101";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
102;"DBX340";"cartas_100M";-51.772439624;-3.637790484;"1511-AV-L-101";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"150";"ND";"ND";"ND";"150";"1500";"100";"ND";"1000";"ND";"< 10";"700";"< 10";"ND";"50";"ND";"ND";"100";"ND";"20";"200";"100";;;"2";"15";"5";"0,2"
103;"DBX341";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-102";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"65";;"170";;;;;"100";"8";;;;;;;;"160";;;;;;;
104;"DBX341";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-102";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
105;"DBX341";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-102";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"500";"ND";"ND";"ND";"50";"200";"100";"< 20";"2000";"ND";"< 10";"150";"< 10";"ND";"50";"ND";"ND";"300";"ND";"50";"200";"70";;;"0,1";"15";"0,2";"0,7"
106;"DBX342";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-103";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"26";;"120";;;;;"50";"8";;;;;;;;"30";;;;;;;
107;"DBX342";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-103";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
108;"DBX342";"cartas_100M";-51.772584632;-3.64022;"1511-AV-L-103";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"150";"ND";"ND";"ND";"20";"200";"100";"ND";"2000";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"300";"ND";"10";"ND";"100";;;"< 0,05";"15";"0,05";"0,7"
109;"DBX343";"cartas_100M";-51.772729559;-3.642553776;"1511-AV-L-104";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"4";;"75";;;;;"30";"< 5";;;;;;;;"30";;;;;;;
110;"DBX343";"cartas_100M";-51.772729559;-3.642553776;"1511-AV-L-104";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
111;"DBX343";"cartas_100M";-51.772729559;-3.642553776;"1511-AV-L-104";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"50";"ND";"ND";"ND";"7";"150";"70";"< 20";"100";"ND";"< 10";"70";"15";"ND";"30";"30";"ND";"500";"ND";"50";"ND";"100";;;"< 0,05";"15";"0,05";"1"
112;"DBX344";"cartas_100M";-51.772826882;-3.644935463;"1511-AV-L-105";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"70";;;;;"40";"8";;;;;;;;"30";;;;;;;
113;"DBX344";"cartas_100M";-51.772826882;-3.644935463;"1511-AV-L-105";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
114;"DBX344";"cartas_100M";-51.772826882;-3.644935463;"1511-AV-L-105";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"100";"< 1";"ND";"ND";"5";"1000";"70";"50";"100";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"300";"ND";"20";"ND";"150";;;"< 0,05";"20";"0,02";"1"
115;"DBX345";"cartas_100M";-51.77311463;-3.647125509;"1511-AV-L-106";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"55";;;;;"16";"< 5";;;;;;;;"22";;;;;;;
116;"DBX345";"cartas_100M";-51.77311463;-3.647125509;"1511-AV-L-106";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
117;"DBX345";"cartas_100M";-51.77311463;-3.647125509;"1511-AV-L-106";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"150";"ND";"ND";"ND";"7";"200";"50";"20";"100";"ND";"< 10";"50";"10";"ND";"30";"ND";"ND";"300";"ND";"30";"ND";"200";;;"< 0,05";"15";"0,03";"1"
118;"DBX346";"cartas_100M";-51.772973931;-3.649746746;"1511-AV-L-107";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"10";;;;;"4";"8";;;;;;;;"5";;;;;;;
119;"DBX346";"cartas_100M";-51.772973931;-3.649746746;"1511-AV-L-107";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
120;"DBX346";"cartas_100M";-51.772973931;-3.649746746;"1511-AV-L-107";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"200";"< 1";"ND";"ND";"< 5";"200";"10";"20";"100";"< 5";"10";"20";"10";"ND";"10";"ND";"ND";"100";"< 50";"20";"ND";"300";;;"< 0,05";"2";"0,1";"> 1"
121;"DBX347";"cartas_100M";-51.773404992;-3.652367489;"1511-AV-L-108";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"35";;;;;"10";"8";;;;;;;;"21";;;;;;;
122;"DBX347";"cartas_100M";-51.773404992;-3.652367489;"1511-AV-L-108";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
123;"DBX347";"cartas_100M";-51.773404992;-3.652367489;"1511-AV-L-108";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"< 1";"ND";"ND";"5";"100";"20";"20";"100";"ND";"10";"30";"20";"ND";"20";"ND";"ND";"500";"< 50";"50";"ND";"200";;;"< 0,05";"15";"0,1";"1"
124;"DBX348";"cartas_100M";-51.773263436;-3.653983477;"1511-AV-L-109";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"5";;"100";;;;;"80";"12";;;;;;;;"40";;;;;;;
125;"DBX348";"cartas_100M";-51.773263436;-3.653983477;"1511-AV-L-109";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
126;"DBX348";"cartas_100M";-51.773263436;-3.653983477;"1511-AV-L-109";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"200";"ND";"10";"30";"< 1";"ND";"ND";"10";"1000";"70";"20";"200";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"500";"ND";"20";"ND";"100";;;"< 0,05";"15";"0,02";"1"
127;"DBX349";"cartas_100M";-51.773407759;-3.655599218;"1511-AV-L-110";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"50";;;;;"18";"20";;;;;;;;"27";;;;;;;
128;"DBX349";"cartas_100M";-51.773407759;-3.655599218;"1511-AV-L-110";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;;;;;
129;"DBX349";"cartas_100M";-51.773407759;-3.655599218;"1511-AV-L-110";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"30";"< 1";"ND";"ND";"< 5";"200";"50";"20";"150";"ND";"< 10";"20";"100";"ND";"30";"10";"ND";"300";"< 50";"10";"ND";"100";;;"< 0,05";"15";"0,02";"0,7"
130;"DBX350";"cartas_100M";-51.772980569;-3.657502666;"1511-AV-L-111";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"5";;;;;"ND";"8";;;;;;;;"5";;;;;;;
131;"DBX350";"cartas_100M";-51.772980569;-3.657502666;"1511-AV-L-111";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
132;"DBX350";"cartas_100M";-51.772980569;-3.657502666;"1511-AV-L-111";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"30";"< 1";"ND";"ND";"< 5";"30";"7";"< 20";"50";"< 5";"< 10";"5";"10";"ND";"5";"< 10";"ND";"20";"< 50";"10";"ND";"300";;;"< 0,05";"2";"0,05";"0,3"
133;"DBX351";"cartas_100M";-51.773268204;-3.659549104;"1511-AV-L-112";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"3";;;;;"ND";"6";;;;;;;;"5";;;;;;;
134;"DBX351";"cartas_100M";-51.773268204;-3.659549104;"1511-AV-L-112";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
135;"DBX351";"cartas_100M";-51.773268204;-3.659549104;"1511-AV-L-112";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"30";"ND";"ND";"ND";"< 5";"10";"< 5";"ND";"70";"ND";"< 10";"< 5";"< 10";"ND";"ND";"ND";"ND";"20";"ND";"< 10";"ND";"200";;;"< 0,05";"1";"0,02";"0,3"
136;"DBX352";"cartas_100M";-51.7734129;-3.661595665;"1511-AV-L-113";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"3";;;;;"ND";"6";;;;;;;;"6";;;;;;;
137;"DBX352";"cartas_100M";-51.7734129;-3.661595665;"1511-AV-L-113";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;;;;;
138;"DBX352";"cartas_100M";-51.7734129;-3.661595665;"1511-AV-L-113";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"< 0,5";"ND";"ND";"< 10";"50";"< 1";"ND";"ND";"ND";"20";"5";"ND";"50";"ND";"< 10";"< 5";"< 10";"ND";"ND";"< 10";"ND";"15";"< 50";"< 10";"ND";"300";;;"< 0,05";"0,7";"0,05";"0,5"
139;"DBX353";"cartas_100M";-51.773414534;-3.663498743;"1511-AV-L-114";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"3";;;;;"ND";"6";;;;;;;;"4";;;;;;;
140;"DBX353";"cartas_100M";-51.773414534;-3.663498743;"1511-AV-L-114";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
141;"DBX353";"cartas_100M";-51.773414534;-3.663498743;"1511-AV-L-114";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"30";"< 1";"ND";"ND";"ND";"10";"< 5";"ND";"50";"ND";"< 10";"ND";"< 10";"ND";"ND";"ND";"ND";"10";"ND";"< 10";"ND";"200";;;"< 0,05";"0,7";"0,03";"0,2"
142;"DBX354";"cartas_100M";-51.773701642;-3.664922885;"1511-AV-L-115";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"5";;;;;"ND";"6";;;;;;;;"6";;;;;;;
143;"DBX354";"cartas_100M";-51.773701642;-3.664922885;"1511-AV-L-115";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;;;;;
144;"DBX354";"cartas_100M";-51.773701642;-3.664922885;"1511-AV-L-115";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"< 20";"< 1";"ND";"ND";"ND";"10";"< 5";"ND";"30";"ND";"< 10";"< 5";"< 10";"ND";"ND";"ND";"ND";"20";"< 50";"< 10";"ND";"200";;;"< 0,05";"0,7";"0,02";"0,2"
145;"DBX355";"cartas_100M";-51.773798118;-3.666299321;"1511-AV-L-116";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"3";;;;;"ND";"6";;;;;;;;"4";;;;;;;
146;"DBX355";"cartas_100M";-51.773798118;-3.666299321;"1511-AV-L-116";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
147;"DBX355";"cartas_100M";-51.773798118;-3.666299321;"1511-AV-L-116";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"20";"< 1";"ND";"ND";"ND";"10";"< 5";"ND";"30";"ND";"< 10";"ND";"< 10";"ND";"ND";"ND";"ND";"15";"ND";"< 10";"ND";"200";;;"< 0,05";"0,5";"< 0,02";"0,2"
148;"DBX356";"cartas_100M";-51.773895009;-3.668154447;"1511-AV-L-117";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"5";;;;;"ND";"8";;;;;;;;"9";;;;;;;
149;"DBX356";"cartas_100M";-51.773895009;-3.668154447;"1511-AV-L-117";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;;;;;
